"Category","All India"
"19-10-2023 : 43",206448
"19-10-2023 : 44",206300
"19-10-2023 : 45",206018
"19-10-2023 : 46",205329
"19-10-2023 : 47",205579
"19-10-2023 : 48",205364
"19-10-2023 : 49",205307
"19-10-2023 : 50",204893
"19-10-2023 : 51",204873
"19-10-2023 : 52",203439
"19-10-2023 : 53",203115
"19-10-2023 : 54",199356
"19-10-2023 : 55",199406
"19-10-2023 : 56",199790
"19-10-2023 : 57",199573
"19-10-2023 : 58",199848
"19-10-2023 : 59",201816
"19-10-2023 : 60",202659
"19-10-2023 : 61",203291
"19-10-2023 : 62",201871
"19-10-2023 : 63",202282
"19-10-2023 : 64",202034
"19-10-2023 : 65",200487
"19-10-2023 : 66",199432
"19-10-2023 : 67",198339
"19-10-2023 : 68",197990
"19-10-2023 : 69",197738
"19-10-2023 : 70",195275
"19-10-2023 : 71",195035
"19-10-2023 : 72",194531
"19-10-2023 : 73",196080
"19-10-2023 : 74",197614
"19-10-2023 : 75",198537
"19-10-2023 : 76",198957
"19-10-2023 : 77",198125
"19-10-2023 : 78",196638
"19-10-2023 : 79",194821
"19-10-2023 : 80",192356
"19-10-2023 : 81",189604
"19-10-2023 : 82",186493
"19-10-2023 : 83",185481
"19-10-2023 : 84",184539
"19-10-2023 : 85",182597
"19-10-2023 : 86",181876
"19-10-2023 : 87",180592
"19-10-2023 : 88",179359
"19-10-2023 : 89",178233
"19-10-2023 : 90",179523
"19-10-2023 : 91",179508
"19-10-2023 : 92",179521
"19-10-2023 : 93",178828
"19-10-2023 : 94",178766
"19-10-2023 : 95",177837
"19-10-2023 : 96",177811
"20-10-2023 : 1",176719
"20-10-2023 : 2",176353
"20-10-2023 : 3",176329
"20-10-2023 : 4",175476
"20-10-2023 : 5",174269
"20-10-2023 : 6",173374
"20-10-2023 : 7",172509
"20-10-2023 : 8",171404
"20-10-2023 : 9",170831
"20-10-2023 : 10",169962
"20-10-2023 : 11",169197
"20-10-2023 : 12",168278
"20-10-2023 : 13",167229
"20-10-2023 : 14",166462
"20-10-2023 : 15",166239
"20-10-2023 : 16",165967
"20-10-2023 : 17",166083
"20-10-2023 : 18",166317
"20-10-2023 : 19",167271
"20-10-2023 : 20",168032
"20-10-2023 : 21",169671
"20-10-2023 : 22",170941
"20-10-2023 : 23",173229
"20-10-2023 : 24",175402
"20-10-2023 : 25",176946
"20-10-2023 : 26",179183
"20-10-2023 : 27",182429
"20-10-2023 : 28",183994
"20-10-2023 : 29",185769
"20-10-2023 : 30",186390
"20-10-2023 : 31",187436
"20-10-2023 : 32",189531
"20-10-2023 : 33",189980
"20-10-2023 : 34",192461
"20-10-2023 : 35",195689
"20-10-2023 : 36",198180
"20-10-2023 : 37",199269
"20-10-2023 : 38",201590
"20-10-2023 : 39",203835
"20-10-2023 : 40",205375
"20-10-2023 : 41",206486
"20-10-2023 : 42",207306
"20-10-2023 : 43",207939
"20-10-2023 : 44",208331
"20-10-2023 : 45",208335
"20-10-2023 : 46",208657
"20-10-2023 : 47",208639
"20-10-2023 : 48",208846
"20-10-2023 : 49",207689
"20-10-2023 : 50",205899
"20-10-2023 : 51",206277
"20-10-2023 : 52",205434
"20-10-2023 : 53",204086
"20-10-2023 : 54",200839
"20-10-2023 : 55",199911
"20-10-2023 : 56",200177
"20-10-2023 : 57",200659
"20-10-2023 : 58",201092
"20-10-2023 : 59",202771
"20-10-2023 : 60",202334
"20-10-2023 : 61",202850
"20-10-2023 : 62",201114
"20-10-2023 : 63",201308
"20-10-2023 : 64",200693
"20-10-2023 : 65",200029
"20-10-2023 : 66",198032
"20-10-2023 : 67",197688
"20-10-2023 : 68",195596
"20-10-2023 : 69",196287
"20-10-2023 : 70",195208
"20-10-2023 : 71",194400
"20-10-2023 : 72",193953
"20-10-2023 : 73",195508
"20-10-2023 : 74",196702
"20-10-2023 : 75",198669
"20-10-2023 : 76",198313
"20-10-2023 : 77",197110
"20-10-2023 : 78",195837
"20-10-2023 : 79",194340
"20-10-2023 : 80",192130
"20-10-2023 : 81",189127
"20-10-2023 : 82",185078
"20-10-2023 : 83",184007
"20-10-2023 : 84",182816
"20-10-2023 : 85",182186
"20-10-2023 : 86",180511
"20-10-2023 : 87",179651
"20-10-2023 : 88",179117
"20-10-2023 : 89",178089
"20-10-2023 : 90",179256
"20-10-2023 : 91",179514
"20-10-2023 : 92",179196
"20-10-2023 : 93",178659
"20-10-2023 : 94",178345
"20-10-2023 : 95",177889
"20-10-2023 : 96",177533
"21-10-2023 : 1",176229
"21-10-2023 : 2",176025
"21-10-2023 : 3",175493
"21-10-2023 : 4",174838
"21-10-2023 : 5",174032
"21-10-2023 : 6",171956
"21-10-2023 : 7",171475
"21-10-2023 : 8",170855
"21-10-2023 : 9",169821
"21-10-2023 : 10",168560
"21-10-2023 : 11",168171
"21-10-2023 : 12",167117
"21-10-2023 : 13",166764
"21-10-2023 : 14",166034
"21-10-2023 : 15",165703
"21-10-2023 : 16",165223
"21-10-2023 : 17",165056
"21-10-2023 : 18",165713
"21-10-2023 : 19",166843
"21-10-2023 : 20",167609
"21-10-2023 : 21",168081
"21-10-2023 : 22",169469
"21-10-2023 : 23",171943
"21-10-2023 : 24",173140
"21-10-2023 : 25",174467
"21-10-2023 : 26",176872
"21-10-2023 : 27",180161
"21-10-2023 : 28",181663
"21-10-2023 : 29",182265
"21-10-2023 : 30",182928
"21-10-2023 : 31",184187
"21-10-2023 : 32",185970
"21-10-2023 : 33",186997
"21-10-2023 : 34",190818
"21-10-2023 : 35",193750
"21-10-2023 : 36",196094
"21-10-2023 : 37",197594
"21-10-2023 : 38",199666
"21-10-2023 : 39",201143
"21-10-2023 : 40",202296
"21-10-2023 : 41",203419
"21-10-2023 : 42",203590
"21-10-2023 : 43",204190
"21-10-2023 : 44",204617
"21-10-2023 : 45",204210
"21-10-2023 : 46",204563
"21-10-2023 : 47",204471
"21-10-2023 : 48",204349
"21-10-2023 : 49",204147
"21-10-2023 : 50",203401
"21-10-2023 : 51",202882
"21-10-2023 : 52",201357
"21-10-2023 : 53",200545
"21-10-2023 : 54",198012
"21-10-2023 : 55",197226
"21-10-2023 : 56",197507
"21-10-2023 : 57",198182
"21-10-2023 : 58",198083
"21-10-2023 : 59",199665
"21-10-2023 : 60",199817
"21-10-2023 : 61",200050
"21-10-2023 : 62",198829
"21-10-2023 : 63",198823
"21-10-2023 : 64",197576
"21-10-2023 : 65",197376
"21-10-2023 : 66",194822
"21-10-2023 : 67",194234
"21-10-2023 : 68",193242
"21-10-2023 : 69",192949
"21-10-2023 : 70",189969
"21-10-2023 : 71",191400
"21-10-2023 : 72",191141
"21-10-2023 : 73",194100
"21-10-2023 : 74",195577
"21-10-2023 : 75",197073
"21-10-2023 : 76",196430
"21-10-2023 : 77",195418
"21-10-2023 : 78",192665
"21-10-2023 : 79",190035
"21-10-2023 : 80",188076
"21-10-2023 : 81",185078
"21-10-2023 : 82",182048
"21-10-2023 : 83",180550
"21-10-2023 : 84",179404
"21-10-2023 : 85",177744
"21-10-2023 : 86",176526
"21-10-2023 : 87",175917
"21-10-2023 : 88",175143
"21-10-2023 : 89",173930
"21-10-2023 : 90",175204
"21-10-2023 : 91",175610
"21-10-2023 : 92",175973
"21-10-2023 : 93",175584
"21-10-2023 : 94",175850
"21-10-2023 : 95",175753
"21-10-2023 : 96",175090
"22-10-2023 : 1",174175
"22-10-2023 : 2",173832
"22-10-2023 : 3",172839
"22-10-2023 : 4",172180
"22-10-2023 : 5",171425
"22-10-2023 : 6",170035
"22-10-2023 : 7",168967
"22-10-2023 : 8",167896
"22-10-2023 : 9",167186
"22-10-2023 : 10",166523
"22-10-2023 : 11",165619
"22-10-2023 : 12",164426
"22-10-2023 : 13",163586
"22-10-2023 : 14",163044
"22-10-2023 : 15",163078
"22-10-2023 : 16",162934
"22-10-2023 : 17",162838
"22-10-2023 : 18",163555
"22-10-2023 : 19",164709
"22-10-2023 : 20",165320
"22-10-2023 : 21",166381
"22-10-2023 : 22",167254
"22-10-2023 : 23",169263
"22-10-2023 : 24",169655
"22-10-2023 : 25",170406
"22-10-2023 : 26",171299
"22-10-2023 : 27",174152
"22-10-2023 : 28",175898
"22-10-2023 : 29",176363
"22-10-2023 : 30",177729
"22-10-2023 : 31",178383
"22-10-2023 : 32",180047
"22-10-2023 : 33",180736
"22-10-2023 : 34",184488
"22-10-2023 : 35",186221
"22-10-2023 : 36",187853
"22-10-2023 : 37",188265
"22-10-2023 : 38",190713
"22-10-2023 : 39",192087
"22-10-2023 : 40",194202
"22-10-2023 : 41",194890
"22-10-2023 : 42",195282
"22-10-2023 : 43",196488
"22-10-2023 : 44",196570
"22-10-2023 : 45",197006
"22-10-2023 : 46",196512
"22-10-2023 : 47",196515
"22-10-2023 : 48",195837
"22-10-2023 : 49",195376
"22-10-2023 : 50",193820
"22-10-2023 : 51",193733
"22-10-2023 : 52",192481
"22-10-2023 : 53",191579
"22-10-2023 : 54",189438
"22-10-2023 : 55",189899
"22-10-2023 : 56",189445
"22-10-2023 : 57",188848
"22-10-2023 : 58",188241
"22-10-2023 : 59",189371
"22-10-2023 : 60",188939
"22-10-2023 : 61",189491
"22-10-2023 : 62",187945
"22-10-2023 : 63",187945
"22-10-2023 : 64",187012
"22-10-2023 : 65",186502
"22-10-2023 : 66",184594
"22-10-2023 : 67",183694
"22-10-2023 : 68",183396
"22-10-2023 : 69",183389
"22-10-2023 : 70",181929
"22-10-2023 : 71",183603
"22-10-2023 : 72",183597
"22-10-2023 : 73",185994
"22-10-2023 : 74",186663
"22-10-2023 : 75",188682
"22-10-2023 : 76",188362
"22-10-2023 : 77",186268
"22-10-2023 : 78",184723
"22-10-2023 : 79",182289
"22-10-2023 : 80",180290
"22-10-2023 : 81",177656
"22-10-2023 : 82",175550
"22-10-2023 : 83",174638
"22-10-2023 : 84",173309
"22-10-2023 : 85",171910
"22-10-2023 : 86",171492
"22-10-2023 : 87",171030
"22-10-2023 : 88",170398
"22-10-2023 : 89",169709
"22-10-2023 : 90",169869
"22-10-2023 : 91",170614
"22-10-2023 : 92",170041
"22-10-2023 : 93",169635
"22-10-2023 : 94",169376
"22-10-2023 : 95",169150
"22-10-2023 : 96",168318
"23-10-2023 : 1",167181
"23-10-2023 : 2",166415
"23-10-2023 : 3",165715
"23-10-2023 : 4",165004
"23-10-2023 : 5",164270
"23-10-2023 : 6",160103
"23-10-2023 : 7",162576
"23-10-2023 : 8",161730
"23-10-2023 : 9",161127
"23-10-2023 : 10",160255
"23-10-2023 : 11",159811
"23-10-2023 : 12",158836
"23-10-2023 : 13",158354
"23-10-2023 : 14",157765
"23-10-2023 : 15",157534
"23-10-2023 : 16",157438
"23-10-2023 : 17",157605
"23-10-2023 : 18",158196
"23-10-2023 : 19",159670
"23-10-2023 : 20",160785
"23-10-2023 : 21",161560
"23-10-2023 : 22",162480
"23-10-2023 : 23",164900
"23-10-2023 : 24",166959
"23-10-2023 : 25",168014
"23-10-2023 : 26",170094
"23-10-2023 : 27",172454
"23-10-2023 : 28",173973
"23-10-2023 : 29",175265
"23-10-2023 : 30",177000
"23-10-2023 : 31",178251
"23-10-2023 : 32",180780
"23-10-2023 : 33",181821
"23-10-2023 : 34",185778
"23-10-2023 : 35",187890
"23-10-2023 : 36",190390
"23-10-2023 : 37",192099
"23-10-2023 : 38",194952
"23-10-2023 : 39",196388
"23-10-2023 : 40",197665
"23-10-2023 : 41",198106
"23-10-2023 : 42",197762
"23-10-2023 : 43",198677
"23-10-2023 : 44",199163
"23-10-2023 : 45",199002
"23-10-2023 : 46",198483
"23-10-2023 : 47",198258
"23-10-2023 : 48",198037
"23-10-2023 : 49",197800
"23-10-2023 : 50",196485
"23-10-2023 : 51",195839
"23-10-2023 : 52",194855
"23-10-2023 : 53",193268
"23-10-2023 : 54",191049
"23-10-2023 : 55",191130
"23-10-2023 : 56",190748
"23-10-2023 : 57",190362
"23-10-2023 : 58",189531
"23-10-2023 : 59",190891
"23-10-2023 : 60",191406
"23-10-2023 : 61",191174
"23-10-2023 : 62",189730
"23-10-2023 : 63",188685
"23-10-2023 : 64",188400
"23-10-2023 : 65",187194
"23-10-2023 : 66",186237
"23-10-2023 : 67",187783
"23-10-2023 : 68",187265
"23-10-2023 : 69",187205
"23-10-2023 : 70",184228
"23-10-2023 : 71",185361
"23-10-2023 : 72",184626
"23-10-2023 : 73",186664
"23-10-2023 : 74",187473
"23-10-2023 : 75",189146
"23-10-2023 : 76",188119
"23-10-2023 : 77",186488
"23-10-2023 : 78",184647
"23-10-2023 : 79",182187
"23-10-2023 : 80",179760
"23-10-2023 : 81",177589
"23-10-2023 : 82",175325
"23-10-2023 : 83",173933
"23-10-2023 : 84",172323
"23-10-2023 : 85",171338
"23-10-2023 : 86",170446
"23-10-2023 : 87",168673
"23-10-2023 : 88",167738
"23-10-2023 : 89",166766
"23-10-2023 : 90",168052
"23-10-2023 : 91",166064
"23-10-2023 : 92",165427
"23-10-2023 : 93",165138
"23-10-2023 : 94",165378
"23-10-2023 : 95",164944
"23-10-2023 : 96",166497
"24-10-2023 : 1",165435
"24-10-2023 : 2",165409
"24-10-2023 : 3",164561
"24-10-2023 : 4",163844
"24-10-2023 : 5",162605
"24-10-2023 : 6",162241
"24-10-2023 : 7",161584
"24-10-2023 : 8",161110
"24-10-2023 : 9",160152
"24-10-2023 : 10",159301
"24-10-2023 : 11",158634
"24-10-2023 : 12",158008
"24-10-2023 : 13",157044
"24-10-2023 : 14",156712
"24-10-2023 : 15",156191
"24-10-2023 : 16",156403
"24-10-2023 : 17",155948
"24-10-2023 : 18",156737
"24-10-2023 : 19",157389
"24-10-2023 : 20",157913
"24-10-2023 : 21",159096
"24-10-2023 : 22",161033
"24-10-2023 : 23",162210
"24-10-2023 : 24",164133
"24-10-2023 : 25",164690
"24-10-2023 : 26",166659
"24-10-2023 : 27",170006
"24-10-2023 : 28",172137
"24-10-2023 : 29",173496
"24-10-2023 : 30",174431
"24-10-2023 : 31",175626
"24-10-2023 : 32",177794
"24-10-2023 : 33",177987
"24-10-2023 : 34",181543
"24-10-2023 : 35",183175
"24-10-2023 : 36",184628
"24-10-2023 : 37",185284
"24-10-2023 : 38",187888
"24-10-2023 : 39",189119
"24-10-2023 : 40",189994
"24-10-2023 : 41",190675
"24-10-2023 : 42",191020
"24-10-2023 : 43",192076
"24-10-2023 : 44",192083
"24-10-2023 : 45",192425
"24-10-2023 : 46",191749
"24-10-2023 : 47",191584
"24-10-2023 : 48",190783
"24-10-2023 : 49",190032
"24-10-2023 : 50",188808
"24-10-2023 : 51",189202
"24-10-2023 : 52",188392
"24-10-2023 : 53",187889
"24-10-2023 : 54",185742
"24-10-2023 : 55",185762
"24-10-2023 : 56",185364
"24-10-2023 : 57",184878
"24-10-2023 : 58",184206
"24-10-2023 : 59",185339
"24-10-2023 : 60",184514
"24-10-2023 : 61",184712
"24-10-2023 : 62",182785
"24-10-2023 : 63",182542
"24-10-2023 : 64",181304
"24-10-2023 : 65",180739
"24-10-2023 : 66",177893
"24-10-2023 : 67",177611
"24-10-2023 : 68",176410
"24-10-2023 : 69",175239
"24-10-2023 : 70",173361
"24-10-2023 : 71",173961
"24-10-2023 : 72",173705
"24-10-2023 : 73",174743
"24-10-2023 : 74",175620
"24-10-2023 : 75",176540
"24-10-2023 : 76",176221
"24-10-2023 : 77",174865
"24-10-2023 : 78",173056
"24-10-2023 : 79",170817
"24-10-2023 : 80",168682
"24-10-2023 : 81",166617
"24-10-2023 : 82",165162
"24-10-2023 : 83",163842
"24-10-2023 : 84",163314
"24-10-2023 : 85",162048
"24-10-2023 : 86",161970
"24-10-2023 : 87",161194
"24-10-2023 : 88",161440
"24-10-2023 : 89",160787
"24-10-2023 : 90",162339
"24-10-2023 : 91",161973
"24-10-2023 : 92",161768
"24-10-2023 : 93",161702
"24-10-2023 : 94",162021
"24-10-2023 : 95",161755
"24-10-2023 : 96",161445
"25-10-2023 : 1",160330
"25-10-2023 : 2",159703
"25-10-2023 : 3",159734
"25-10-2023 : 4",159022
"25-10-2023 : 5",157843
"25-10-2023 : 6",155136
"25-10-2023 : 7",156011
"25-10-2023 : 8",155247
"25-10-2023 : 9",154252
"25-10-2023 : 10",153724
"25-10-2023 : 11",153113
"25-10-2023 : 12",152326
"25-10-2023 : 13",151801
"25-10-2023 : 14",150696
"25-10-2023 : 15",150859
"25-10-2023 : 16",150554
"25-10-2023 : 17",150512
"25-10-2023 : 18",151074
"25-10-2023 : 19",152306
"25-10-2023 : 20",152700
"25-10-2023 : 21",154191
"25-10-2023 : 22",155949
"25-10-2023 : 23",157276
"25-10-2023 : 24",159068
"25-10-2023 : 25",162008
"25-10-2023 : 26",165499
"25-10-2023 : 27",169728
"25-10-2023 : 28",172312
"25-10-2023 : 29",174395
"25-10-2023 : 30",175764
"25-10-2023 : 31",177670
"25-10-2023 : 32",179868
"25-10-2023 : 33",180513
"25-10-2023 : 34",184966
"25-10-2023 : 35",187332
"25-10-2023 : 36",190263
"25-10-2023 : 37",192512
"25-10-2023 : 38",196407
"25-10-2023 : 39",198665
"25-10-2023 : 40",200134
"25-10-2023 : 41",200978
"25-10-2023 : 42",202030
"25-10-2023 : 43",203231
"25-10-2023 : 44",204002
"25-10-2023 : 45",204151
"25-10-2023 : 46",203794
"25-10-2023 : 47",203140
"25-10-2023 : 48",203340
"25-10-2023 : 49",202941
"25-10-2023 : 50",201516
"25-10-2023 : 51",201416
"25-10-2023 : 52",200733
"25-10-2023 : 53",199765
"25-10-2023 : 54",196353
"25-10-2023 : 55",196798
"25-10-2023 : 56",196370
"25-10-2023 : 57",196040
"25-10-2023 : 58",196436
"25-10-2023 : 59",197838
"25-10-2023 : 60",198496
"25-10-2023 : 61",198882
"25-10-2023 : 62",197703
"25-10-2023 : 63",197765
"25-10-2023 : 64",196829
"25-10-2023 : 65",196283
"25-10-2023 : 66",193891
"25-10-2023 : 67",194395
"25-10-2023 : 68",194268
"25-10-2023 : 69",193590
"25-10-2023 : 70",191793
"25-10-2023 : 71",192292
"25-10-2023 : 72",191131
"25-10-2023 : 73",193094
"25-10-2023 : 74",193003
"25-10-2023 : 75",194785
"25-10-2023 : 76",194208
"25-10-2023 : 77",193048
"25-10-2023 : 78",190930
"25-10-2023 : 79",189265
"25-10-2023 : 80",186746
"25-10-2023 : 81",183519
"25-10-2023 : 82",180634
"25-10-2023 : 83",179575
"25-10-2023 : 84",178548
"25-10-2023 : 85",177078
"25-10-2023 : 86",176235
"25-10-2023 : 87",175794
"25-10-2023 : 88",173845
"25-10-2023 : 89",172747
"25-10-2023 : 90",173269
"25-10-2023 : 91",174135
"25-10-2023 : 92",174837
"25-10-2023 : 93",173395
"25-10-2023 : 94",173727
"25-10-2023 : 95",173376
"25-10-2023 : 96",172066
"26-10-2023 : 1",171067
"26-10-2023 : 2",170865
"26-10-2023 : 3",169862
"26-10-2023 : 4",169233
"26-10-2023 : 5",168449
"26-10-2023 : 6",167716
"26-10-2023 : 7",166873
"26-10-2023 : 8",166065
"26-10-2023 : 9",164889
"26-10-2023 : 10",163811
"26-10-2023 : 11",163575
"26-10-2023 : 12",162403
"26-10-2023 : 13",161803
"26-10-2023 : 14",161334
"26-10-2023 : 15",161288
"26-10-2023 : 16",161118
"26-10-2023 : 17",161362
"26-10-2023 : 18",161485
"26-10-2023 : 19",162658
"26-10-2023 : 20",163368
"26-10-2023 : 21",164562
"26-10-2023 : 22",166159
"26-10-2023 : 23",168903
"26-10-2023 : 24",171371
"26-10-2023 : 25",174176
"26-10-2023 : 26",176654
"26-10-2023 : 27",180625
"26-10-2023 : 28",183235
"26-10-2023 : 29",185029
"26-10-2023 : 30",186948
"26-10-2023 : 31",188371
"26-10-2023 : 32",190766
"26-10-2023 : 33",191157
"26-10-2023 : 34",192972
"26-10-2023 : 35",195562
"26-10-2023 : 36",196990
"26-10-2023 : 37",198811
"26-10-2023 : 38",201815
"26-10-2023 : 39",203492
"26-10-2023 : 40",204809
"26-10-2023 : 41",205845
"26-10-2023 : 42",205507
"26-10-2023 : 43",206273
"26-10-2023 : 44",206399
"26-10-2023 : 45",206862
"26-10-2023 : 46",205510
"26-10-2023 : 47",205191
"26-10-2023 : 48",205355
"26-10-2023 : 49",204684
"26-10-2023 : 50",203362
"26-10-2023 : 51",203595
"26-10-2023 : 52",201232
"26-10-2023 : 53",201946
"26-10-2023 : 54",198579
"26-10-2023 : 55",197656
"26-10-2023 : 56",198178
"26-10-2023 : 57",198805
"26-10-2023 : 58",199149
"26-10-2023 : 59",200719
"26-10-2023 : 60",201508
"26-10-2023 : 61",202163
"26-10-2023 : 62",200349
"26-10-2023 : 63",200685
"26-10-2023 : 64",199911
"26-10-2023 : 65",199907
"26-10-2023 : 66",197629
"26-10-2023 : 67",198192
"26-10-2023 : 68",196421
"26-10-2023 : 69",197140
"26-10-2023 : 70",194667
"26-10-2023 : 71",195450
"26-10-2023 : 72",195507
"26-10-2023 : 73",196591
"26-10-2023 : 74",196956
"26-10-2023 : 75",198492
"26-10-2023 : 76",198048
"26-10-2023 : 77",195533
"26-10-2023 : 78",193215
"26-10-2023 : 79",191424
"26-10-2023 : 80",188492
"26-10-2023 : 81",185757
"26-10-2023 : 82",182494
"26-10-2023 : 83",182531
"26-10-2023 : 84",181096
"26-10-2023 : 85",178272
"26-10-2023 : 86",176712
"26-10-2023 : 87",177224
"26-10-2023 : 88",176212
"26-10-2023 : 89",174964
"26-10-2023 : 90",176222
"26-10-2023 : 91",175094
"26-10-2023 : 92",174612
"26-10-2023 : 93",174495
"26-10-2023 : 94",175027
"26-10-2023 : 95",174385
"26-10-2023 : 96",173538
"27-10-2023 : 1",172109
"27-10-2023 : 2",171837
"27-10-2023 : 3",171390
"27-10-2023 : 4",170200
"27-10-2023 : 5",169501
"27-10-2023 : 6",168110
"27-10-2023 : 7",167465
"27-10-2023 : 8",165997
"27-10-2023 : 9",165878
"27-10-2023 : 10",164947
"27-10-2023 : 11",164325
"27-10-2023 : 12",163839
"27-10-2023 : 13",163201
"27-10-2023 : 14",162652
"27-10-2023 : 15",162409
"27-10-2023 : 16",162634
"27-10-2023 : 17",162490
"27-10-2023 : 18",162800
"27-10-2023 : 19",164119
"27-10-2023 : 20",164876
"27-10-2023 : 21",166336
"27-10-2023 : 22",167511
"27-10-2023 : 23",170131
"27-10-2023 : 24",173195
"27-10-2023 : 25",175719
"27-10-2023 : 26",178296
"27-10-2023 : 27",182826
"27-10-2023 : 28",185417
"27-10-2023 : 29",186117
"27-10-2023 : 30",187625
"27-10-2023 : 31",189358
"27-10-2023 : 32",191477
"27-10-2023 : 33",190798
"27-10-2023 : 34",193827
"27-10-2023 : 35",196763
"27-10-2023 : 36",198544
"27-10-2023 : 37",199864
"27-10-2023 : 38",202819
"27-10-2023 : 39",204618
"27-10-2023 : 40",205494
"27-10-2023 : 41",205851
"27-10-2023 : 42",205847
"27-10-2023 : 43",206406
"27-10-2023 : 44",206753
"27-10-2023 : 45",207085
"27-10-2023 : 46",206062
"27-10-2023 : 47",205884
"27-10-2023 : 48",205161
"27-10-2023 : 49",205214
"27-10-2023 : 50",203465
"27-10-2023 : 51",204038
"27-10-2023 : 52",203065
"27-10-2023 : 53",202395
"27-10-2023 : 54",198500
"27-10-2023 : 55",198065
"27-10-2023 : 56",198431
"27-10-2023 : 57",198799
"27-10-2023 : 58",199472
"27-10-2023 : 59",200957
"27-10-2023 : 60",201199
"27-10-2023 : 61",201305
"27-10-2023 : 62",199732
"27-10-2023 : 63",200561
"27-10-2023 : 64",197809
"27-10-2023 : 65",199267
"27-10-2023 : 66",196172
"27-10-2023 : 67",195810
"27-10-2023 : 68",196087
"27-10-2023 : 69",195733
"27-10-2023 : 70",193765
"27-10-2023 : 71",193185
"27-10-2023 : 72",194030
"27-10-2023 : 73",195495
"27-10-2023 : 74",196017
"27-10-2023 : 75",196139
"27-10-2023 : 76",196332
"27-10-2023 : 77",194947
"27-10-2023 : 78",192487
"27-10-2023 : 79",190297
"27-10-2023 : 80",187086
"27-10-2023 : 81",183901
"27-10-2023 : 82",180768
"27-10-2023 : 83",179399
"27-10-2023 : 84",177949
"27-10-2023 : 85",176374
"27-10-2023 : 86",174710
"27-10-2023 : 87",173297
"27-10-2023 : 88",172493
"27-10-2023 : 89",171287
"27-10-2023 : 90",172451
"27-10-2023 : 91",172747
"27-10-2023 : 92",172382
"27-10-2023 : 93",172301
"27-10-2023 : 94",173328
"27-10-2023 : 95",172320
"27-10-2023 : 96",172072
"28-10-2023 : 1",170307
"28-10-2023 : 2",170404
"28-10-2023 : 3",170151
"28-10-2023 : 4",168934
"28-10-2023 : 5",168029
"28-10-2023 : 6",167047
"28-10-2023 : 7",166594
"28-10-2023 : 8",165786
"28-10-2023 : 9",164844
"28-10-2023 : 10",163525
"28-10-2023 : 11",162975
"28-10-2023 : 12",162725
"28-10-2023 : 13",161866
"28-10-2023 : 14",161414
"28-10-2023 : 15",161326
"28-10-2023 : 16",160831
"28-10-2023 : 17",161120
"28-10-2023 : 18",161457
"28-10-2023 : 19",162414
"28-10-2023 : 20",163632
"28-10-2023 : 21",165711
"28-10-2023 : 22",167275
"28-10-2023 : 23",169239
"28-10-2023 : 24",170452
"28-10-2023 : 25",172800
"28-10-2023 : 26",174474
"28-10-2023 : 27",178688
"28-10-2023 : 28",180167
"28-10-2023 : 29",181687
"28-10-2023 : 30",183544
"28-10-2023 : 31",184242
"28-10-2023 : 32",185706
"28-10-2023 : 33",186204
"28-10-2023 : 34",188878
"28-10-2023 : 35",191467
"28-10-2023 : 36",194160
"28-10-2023 : 37",196230
"28-10-2023 : 38",199782
"28-10-2023 : 39",202167
"28-10-2023 : 40",202652
"28-10-2023 : 41",203844
"28-10-2023 : 42",204201
"28-10-2023 : 43",205608
"28-10-2023 : 44",206026
"28-10-2023 : 45",205546
"28-10-2023 : 46",204860
"28-10-2023 : 47",205244
"28-10-2023 : 48",205260
"28-10-2023 : 49",203710
"28-10-2023 : 50",202915
"28-10-2023 : 51",202153
"28-10-2023 : 52",202103
"28-10-2023 : 53",200593
